0.246667,2.0101,0.351389,0.0515101
0.246667,1.96615,0.373444,0.0530922
0.246667,2.098,1.03912,0.126016
0.246667,2.05405,0.876265,0.115489
0.246667,2.1859,0.776553,0.108868
0.246667,2.14195,0.910045,0.118015
0.246667,2.2738,1.01938,0.125392
0.246667,2.22985,0.929434,0.119584
0.293333,2.0101,0.37747,0.073032
0.293333,1.96615,0.391059,0.0743123
0.293333,2.098,0.216497,0.0511853
0.293333,2.05405,0.312874,0.0616313
0.293333,2.1859,0.329633,0.0637337
0.293333,2.14195,0.207339,0.0504349
0.293333,2.2738,0.316547,0.0623581
0.293333,2.22985,0.377422,0.0681488
0.346667,2.0101,0,0
0.346667,1.96615,0,0
0.346667,2.098,0.0765274,0.0312761
0.346667,2.05405,0.0510438,0.0255404
0.346667,2.1859,0.132005,0.0418217
0.346667,2.14195,0.0395618,0.0228539
0.346667,2.2738,0.0660272,0.0295559
0.346667,2.22985,0.0660272,0.0295559
